Age,Gender,Location,Occupation,Education,Income,Device Ownership,Operating System,Internet Usage,Use of Security Tools,Social Media Usage,Privacy Settings,Info Sharing Frequency,Email Accounts,Email Filtering,Browsing Behavior,Security Awareness,Password Hygiene,Incident History,Sensitive Info Access,Workplace Policies,Remote Work Status,Risk Factor
35,Female,Urban,Healthcare,High School,Low,3,Android,Medium,Yes,High,Private,Often,4,No,Cautious,Low,Strong,Yes,No,Strict,No,66
29,Non-binary,Suburban,IT,Bachelor's,High,4,Other,Medium,Yes,High,Private,Rarely,3,Yes,Moderate,Medium,Moderate,Yes,No,Moderate,Yes,68
48,Female,Urban,IT,Associate,Low,4,Windows,Medium,Yes,High,Private,Rarely,1,No,Moderate,High,Strong,Yes,No,Strict,No,63
31,Female,Suburban,Legal,High School,Medium,2,Other,High,No,Medium,Private,Sometimes,4,No,Moderate,High,Moderate,No,No,Strict,Yes,67
51,Non-binary,Urban,Retail,Bachelor's,High,2,Windows,High,No,High,Private,Often,2,No,Cautious,High,Weak,Yes,No,Moderate,Yes,85
35,Non-binary,Urban,IT,Associate,High,2,Android,Low,No,Low,Private,Often,2,No,Moderate,Low,Strong,No,No,None,No,73
51,Female,Suburban,Retail,Master's,Low,1,Android,Medium,Yes,Low,Public,Sometimes,4,No,Moderate,Medium,Strong,Yes,No,Moderate,No,49
28,Male,Suburban,Legal,Associate,Low,3,Windows,Low,No,Medium,Private,Rarely,3,No,Risky,Medium,Strong,Yes,No,Strict,Yes,72
58,Non-binary,Rural,Education,Bachelor's,High,1,Other,Medium,No,High,Public,Often,3,Yes,Moderate,High,Weak,No,No,Moderate,No,73
29,Female,Suburban,Legal,Master's,Low,4,Android,High,Yes,High,Private,Sometimes,4,Yes,Risky,High,Strong,Yes,No,Moderate,No,66
32,Female,Urban,Retail,PhD,High,2,Android,Low,Yes,Medium,Public,Often,3,No,Risky,Low,Weak,Yes,Yes,None,No,90
48,Male,Urban,IT,Associate,Medium,4,Windows,Medium,Yes,High,Private,Often,1,Yes,Moderate,Low,Moderate,No,No,Strict,Yes,70
46,Male,Suburban,Finance,High School,High,3,Android,Medium,Yes,High,Private,Sometimes,4,No,Moderate,Low,Weak,Yes,Yes,Strict,Yes,79
43,Male,Rural,Retail,Master's,Medium,3,Other,Medium,Yes,Low,Public,Often,1,No,Moderate,Medium,Strong,No,No,Strict,No,55
35,Non-binary,Suburban,Healthcare,Master's,Medium,1,Android,Low,Yes,High,Public,Sometimes,4,No,Risky,Low,Weak,No,No,Strict,No,73
49,Female,Urban,Finance,PhD,Low,1,Windows,High,Yes,Medium,Public,Sometimes,1,Yes,Cautious,Low,Weak,No,Yes,None,Yes,80
39,Female,Urban,Retail,Associate,Low,2,Other,Medium,No,Low,Public,Often,2,Yes,Cautious,Low,Weak,No,Yes,None,No,73
55,Female,Rural,Healthcare,High School,Low,2,Linux,Low,No,Medium,Public,Often,2,Yes,Moderate,High,Weak,Yes,No,Strict,No,73
34,Male,Suburban,Legal,PhD,Low,4,Windows,Medium,No,Medium,Public,Rarely,3,No,Moderate,Low,Moderate,No,No,Moderate,Yes,75
40,Female,Urban,Finance,Associate,High,2,Linux,Low,Yes,High,Private,Rarely,4,Yes,Risky,High,Moderate,No,No,Strict,Yes,66
41,Non-binary,Urban,Retail,High School,Medium,2,Android,High,Yes,High,Private,Often,2,No,Risky,Medium,Moderate,No,No,Moderate,Yes,70
25,Male,Urban,Education,High School,High,4,Other,Medium,No,Low,Public,Rarely,4,No,Cautious,Medium,Strong,Yes,Yes,Strict,Yes,78
58,Male,Suburban,Legal,Bachelor's,Medium,3,Android,Low,Yes,Medium,Private,Rarely,4,Yes,Risky,High,Weak,No,Yes,None,No,72
23,Male,Suburban,Healthcare,High School,Medium,2,Other,Medium,No,Medium,Private,Sometimes,1,No,Cautious,High,Moderate,No,No,None,Yes,70
22,Male,Rural,Education,Associate,Medium,2,iOS,Low,Yes,High,Public,Often,2,No,Moderate,Low,Strong,Yes,No,Strict,Yes,78
61,Non-binary,Urban,IT,PhD,High,4,Android,High,No,Medium,Private,Rarely,3,No,Cautious,Low,Strong,No,No,Moderate,Yes,85
46,Female,Urban,Legal,PhD,Low,4,Android,High,No,Medium,Private,Rarely,3,No,Cautious,Medium,Weak,Yes,No,Moderate,No,75
45,Non-binary,Rural,Legal,Bachelor's,High,4,Android,Low,Yes,Medium,Public,Rarely,3,No,Moderate,Medium,Weak,No,Yes,Moderate,Yes,80
28,Female,Urban,Retail,Associate,Medium,4,Windows,High,Yes,Medium,Public,Often,4,Yes,Cautious,Medium,Weak,Yes,No,None,No,79
18,Non-binary,Rural,Retail,High School,High,4,Other,Medium,Yes,Medium,Private,Sometimes,3,No,Risky,Medium,Weak,No,No,Moderate,Yes,73
60,Male,Rural,Healthcare,Bachelor's,Medium,2,Other,High,Yes,Low,Private,Often,4,No,Risky,Low,Weak,Yes,Yes,Moderate,No,92
36,Male,Urban,Legal,Master's,Low,1,Other,Medium,No,Medium,Public,Sometimes,2,Yes,Moderate,Low,Weak,Yes,No,Moderate,No,68
26,Non-binary,Suburban,Retail,Associate,Low,1,Windows,High,No,Medium,Public,Rarely,4,Yes,Moderate,Medium,Moderate,No,No,None,Yes,67
44,Non-binary,Suburban,IT,Bachelor's,High,1,Other,High,No,Low,Private,Often,3,No,Risky,Low,Moderate,Yes,No,Strict,Yes,90
51,Female,Suburban,Retail,PhD,Low,2,Android,Medium,No,High,Private,Sometimes,2,Yes,Risky,Low,Weak,Yes,Yes,None,Yes,79
61,Non-binary,Suburban,Legal,Bachelor's,Medium,3,Linux,High,No,High,Public,Rarely,3,No,Risky,High,Strong,No,Yes,None,Yes,98
21,Non-binary,Urban,Finance,Master's,Medium,2,iOS,Medium,No,Low,Public,Rarely,4,Yes,Risky,High,Moderate,Yes,No,Strict,Yes,71
53,Female,Rural,Education,Associate,Low,1,Other,Medium,Yes,Low,Private,Often,4,Yes,Cautious,Medium,Weak,Yes,Yes,Strict,Yes,63
35,Female,Rural,Legal,Bachelor's,Low,1,Windows,High,No,High,Public,Sometimes,3,Yes,Risky,Medium,Moderate,Yes,No,Moderate,Yes,78
32,Female,Urban,IT,High School,Low,4,Windows,High,Yes,Medium,Public,Rarely,2,No,Moderate,Medium,Strong,Yes,Yes,Moderate,Yes,82
30,Non-binary,Suburban,Legal,Associate,High,4,Other,Medium,No,Medium,Private,Rarely,4,Yes,Moderate,Medium,Strong,Yes,No,Strict,No,65
36,Female,Rural,IT,Bachelor's,High,4,Linux,Low,Yes,Low,Public,Rarely,1,Yes,Risky,Medium,Moderate,Yes,No,Moderate,Yes,76
23,Male,Urban,Legal,Bachelor's,Medium,2,Other,High,Yes,Medium,Public,Sometimes,1,Yes,Cautious,Low,Weak,No,No,Strict,Yes,77
29,Male,Urban,Education,Associate,High,3,Windows,High,No,Low,Public,Sometimes,1,No,Risky,High,Weak,Yes,No,Moderate,Yes,83
54,Male,Suburban,Education,PhD,High,3,iOS,Low,Yes,High,Public,Rarely,1,Yes,Risky,High,Weak,Yes,No,None,Yes,76
34,Non-binary,Urban,IT,High School,Medium,4,Linux,Low,No,Medium,Public,Sometimes,3,Yes,Moderate,High,Strong,Yes,No,Moderate,No,68
40,Male,Rural,Legal,Associate,Medium,3,Other,High,Yes,High,Public,Rarely,4,Yes,Moderate,Low,Strong,No,Yes,Strict,Yes,77
43,Non-binary,Rural,Education,High School,Low,1,iOS,High,No,Medium,Private,Rarely,2,Yes,Cautious,Low,Strong,No,Yes,Strict,Yes,63
46,Non-binary,Urban,Healthcare,High School,Low,1,Other,High,Yes,Medium,Public,Sometimes,1,Yes,Cautious,Low,Strong,Yes,No,None,No,70
50,Male,Rural,Legal,Associate,High,4,Linux,Low,No,Medium,Public,Sometimes,3,Yes,Cautious,High,Moderate,No,Yes,Moderate,No,71
44,Female,Urban,Education,Bachelor's,Medium,4,Windows,High,No,Low,Private,Often,2,Yes,Moderate,High,Weak,Yes,Yes,Strict,No,77
42,Non-binary,Rural,Finance,PhD,High,4,Linux,Low,No,High,Private,Often,3,No,Cautious,High,Weak,No,No,Moderate,Yes,86
27,Male,Suburban,Finance,High School,High,3,Android,Low,Yes,Low,Private,Sometimes,4,No,Risky,High,Moderate,No,Yes,Strict,Yes,66
64,Non-binary,Rural,Healthcare,High School,Medium,2,Other,Medium,No,Low,Public,Sometimes,1,Yes,Risky,High,Moderate,No,Yes,Moderate,Yes,73
40,Female,Suburban,Education,Bachelor's,Medium,4,iOS,Low,No,High,Private,Sometimes,2,No,Moderate,Low,Weak,No,No,None,Yes,76
38,Female,Suburban,Finance,Associate,Medium,3,iOS,Medium,No,High,Private,Sometimes,2,Yes,Risky,Low,Weak,Yes,Yes,Moderate,No,74
38,Male,Urban,Legal,PhD,Medium,4,Linux,Low,No,Low,Private,Rarely,3,Yes,Cautious,High,Moderate,Yes,Yes,Moderate,No,68
60,Non-binary,Suburban,Retail,High School,High,2,Linux,Low,Yes,Low,Public,Rarely,3,Yes,Risky,Low,Moderate,Yes,Yes,Strict,No,76
30,Non-binary,Rural,Education,High School,High,4,Linux,Medium,Yes,Low,Private,Often,4,No,Cautious,High,Strong,No,Yes,Moderate,No,64
54,Non-binary,Rural,Healthcare,Associate,High,1,iOS,Medium,Yes,High,Public,Sometimes,2,No,Cautious,High,Moderate,Yes,Yes,Strict,No,67
50,Non-binary,Suburban,Education,Bachelor's,Medium,4,Windows,Medium,No,Low,Public,Often,1,No,Cautious,High,Moderate,No,No,Strict,No,65
41,Male,Urban,IT,Master's,Low,1,iOS,Medium,Yes,High,Private,Sometimes,1,Yes,Risky,Low,Strong,Yes,Yes,Moderate,Yes,67
61,Female,Suburban,IT,Bachelor's,High,1,Windows,Medium,Yes,Low,Public,Sometimes,2,No,Moderate,Medium,Weak,No,No,Strict,Yes,71
28,Male,Rural,Finance,High School,Low,3,Linux,Medium,Yes,High,Public,Sometimes,2,No,Cautious,Medium,Strong,Yes,No,None,Yes,72
34,Non-binary,Rural,IT,High School,Low,3,Android,Medium,Yes,Low,Public,Rarely,4,Yes,Risky,Medium,Moderate,Yes,No,Moderate,Yes,61
21,Non-binary,Suburban,Healthcare,PhD,Low,1,iOS,Low,Yes,Medium,Public,Often,1,Yes,Moderate,Medium,Moderate,Yes,Yes,None,Yes,78
64,Female,Suburban,Finance,Bachelor's,Medium,1,Linux,Low,Yes,Medium,Public,Sometimes,1,Yes,Risky,Medium,Weak,Yes,No,Moderate,No,73
42,Non-binary,Suburban,Healthcare,Master's,Medium,4,iOS,Medium,No,High,Private,Often,3,Yes,Moderate,Low,Weak,Yes,Yes,Strict,No,81
47,Male,Rural,Legal,PhD,High,4,Linux,High,No,High,Public,Often,3,Yes,Risky,High,Strong,No,No,None,No,91
26,Male,Rural,Healthcare,Master's,High,1,iOS,Medium,Yes,Medium,Public,Rarely,1,Yes,Cautious,Medium,Weak,No,Yes,None,Yes,71
38,Female,Rural,IT,PhD,Medium,3,Other,High,No,High,Public,Rarely,2,Yes,Risky,Medium,Moderate,Yes,Yes,Strict,No,82
37,Male,Urban,Legal,Bachelor's,Medium,4,iOS,Low,No,High,Public,Sometimes,2,Yes,Moderate,Medium,Weak,No,No,Moderate,Yes,71
36,Male,Rural,IT,High School,Low,4,Other,Low,No,Medium,Private,Often,3,No,Cautious,High,Moderate,Yes,Yes,Moderate,Yes,82
36,Male,Rural,Healthcare,Master's,Medium,4,Windows,High,No,Low,Private,Rarely,2,No,Cautious,Medium,Weak,No,No,Moderate,No,72
29,Male,Urban,IT,Bachelor's,Medium,3,iOS,Low,No,High,Public,Often,4,Yes,Risky,Low,Strong,Yes,No,Moderate,No,78
54,Non-binary,Urban,IT,Master's,Medium,1,Windows,Medium,Yes,High,Public,Often,2,No,Cautious,High,Weak,Yes,No,None,Yes,85
59,Male,Urban,IT,Bachelor's,Medium,4,Android,High,Yes,Low,Private,Sometimes,2,Yes,Moderate,High,Moderate,Yes,No,Strict,Yes,68
34,Female,Urban,Education,PhD,Low,3,Other,High,No,Low,Public,Often,2,No,Cautious,High,Strong,Yes,No,Strict,No,70
54,Female,Urban,Legal,Bachelor's,High,3,iOS,Low,Yes,High,Public,Rarely,3,No,Moderate,High,Strong,No,No,None,Yes,71
56,Male,Urban,Legal,PhD,Low,3,Windows,High,Yes,High,Private,Sometimes,2,No,Moderate,Medium,Weak,No,No,Strict,Yes,73
45,Female,Suburban,Legal,High School,Medium,3,Linux,High,Yes,Low,Private,Sometimes,1,Yes,Moderate,Medium,Weak,No,Yes,Strict,No,61
58,Male,Suburban,Healthcare,PhD,Medium,4,Windows,High,Yes,High,Public,Sometimes,3,Yes,Cautious,Low,Strong,No,No,Strict,Yes,80
52,Female,Suburban,Retail,Associate,High,1,iOS,Low,Yes,Low,Private,Rarely,2,Yes,Cautious,Medium,Strong,Yes,No,None,No,51
64,Female,Suburban,Healthcare,High School,High,1,Android,High,Yes,Low,Public,Sometimes,2,Yes,Risky,High,Moderate,No,No,None,No,71
35,Male,Rural,Legal,Bachelor's,High,3,Other,High,Yes,High,Public,Often,4,Yes,Moderate,Low,Strong,No,No,Strict,No,75
31,Male,Urban,Finance,Bachelor's,Low,1,Linux,Medium,No,High,Public,Sometimes,2,Yes,Moderate,Medium,Strong,Yes,No,None,Yes,72
52,Non-binary,Rural,IT,Associate,High,4,Windows,Medium,No,Low,Public,Rarely,3,No,Risky,High,Strong,No,Yes,None,Yes,88
61,Male,Urban,IT,Bachelor's,Medium,1,iOS,High,No,High,Private,Rarely,2,No,Risky,Low,Strong,Yes,No,None,Yes,93
58,Male,Urban,Retail,High School,Medium,1,iOS,Low,Yes,Low,Private,Sometimes,3,Yes,Moderate,Low,Moderate,No,Yes,Moderate,Yes,56
24,Non-binary,Rural,Finance,High School,Medium,2,Other,High,No,Medium,Private,Often,1,Yes,Moderate,Medium,Strong,No,No,None,Yes,79
58,Male,Suburban,Education,PhD,Low,1,Linux,Low,Yes,Medium,Public,Rarely,2,No,Risky,High,Moderate,Yes,No,Moderate,No,68
30,Male,Rural,Healthcare,Master's,High,1,Windows,Medium,No,Low,Private,Rarely,3,No,Cautious,Medium,Strong,Yes,Yes,Strict,Yes,73
35,Non-binary,Rural,Education,Bachelor's,High,3,Windows,Medium,No,Low,Public,Rarely,1,No,Risky,Low,Moderate,No,Yes,Strict,Yes,78
54,Male,Urban,Finance,Associate,High,3,Windows,High,Yes,High,Private,Sometimes,3,Yes,Moderate,High,Moderate,Yes,No,Strict,No,63
30,Male,Urban,Retail,High School,High,2,Other,Low,No,Low,Public,Rarely,2,Yes,Moderate,Low,Weak,Yes,No,None,No,75
53,Non-binary,Urban,Finance,High School,Medium,4,Other,Low,Yes,Low,Public,Rarely,3,No,Cautious,Low,Moderate,No,Yes,Moderate,No,72
48,Non-binary,Suburban,Retail,High School,Low,2,Linux,Low,No,High,Private,Rarely,2,No,Moderate,High,Moderate,No,No,None,Yes,66
19,Female,Rural,Education,Master's,High,1,Windows,High,No,High,Public,Sometimes,3,No,Moderate,Medium,Moderate,No,Yes,Strict,Yes,83
33,Male,Rural,Education,Master's,Medium,1,Windows,Low,Yes,Medium,Public,Rarely,1,No,Risky,Low,Weak,No,No,Moderate,Yes,74
26,Female,Suburban,Finance,Bachelor's,Medium,4,Linux,Medium,No,Low,Private,Rarely,2,No,Cautious,High,Moderate,No,Yes,None,No,71
26,Female,Rural,Finance,Associate,Low,4,Linux,Low,No,Low,Private,Sometimes,1,No,Risky,Medium,Weak,No,No,None,No,74
55,Non-binary,Rural,IT,Master's,High,3,Linux,Low,No,Medium,Public,Sometimes,2,No,Cautious,Medium,Moderate,No,No,Strict,Yes,71
28,Male,Urban,Retail,PhD,Low,1,iOS,High,No,Low,Public,Often,3,Yes,Moderate,Low,Moderate,Yes,Yes,None,Yes,81
39,Male,Suburban,IT,Master's,High,1,Linux,High,No,High,Public,Rarely,1,Yes,Risky,High,Moderate,No,Yes,None,No,86
50,Non-binary,Urban,Healthcare,High School,Low,1,Android,High,Yes,Low,Public,Sometimes,2,No,Risky,Medium,Moderate,No,No,Strict,Yes,66
53,Female,Suburban,Healthcare,Associate,High,1,Other,High,Yes,High,Private,Often,1,No,Risky,High,Strong,No,Yes,Moderate,No,80
62,Non-binary,Urban,Finance,Bachelor's,High,1,Linux,High,Yes,Low,Private,Rarely,4,No,Cautious,Medium,Strong,No,No,None,Yes,76
40,Male,Rural,Education,Master's,Low,1,iOS,Low,Yes,Medium,Public,Sometimes,1,No,Moderate,High,Strong,Yes,Yes,Strict,No,56
62,Non-binary,Suburban,Healthcare,High School,High,1,Android,Low,Yes,High,Public,Sometimes,2,No,Moderate,High,Moderate,No,Yes,None,No,76
62,Male,Suburban,Healthcare,PhD,Low,1,iOS,High,Yes,High,Public,Rarely,3,Yes,Cautious,High,Strong,Yes,No,Moderate,Yes,71
51,Female,Urban,IT,PhD,Low,3,iOS,High,No,Medium,Public,Rarely,4,No,Risky,Low,Weak,No,Yes,Moderate,Yes,88
26,Male,Suburban,IT,Bachelor's,High,2,iOS,Low,Yes,High,Private,Often,4,No,Moderate,Medium,Moderate,No,No,Strict,No,61
41,Female,Rural,Healthcare,Bachelor's,High,1,iOS,High,Yes,Medium,Private,Rarely,4,No,Moderate,Medium,Strong,Yes,No,Strict,Yes,68
25,Female,Rural,Finance,Master's,Low,3,Windows,Medium,No,Low,Private,Rarely,1,No,Risky,Low,Weak,Yes,Yes,None,No,83
24,Male,Rural,IT,Bachelor's,Medium,1,Other,Low,No,Medium,Private,Rarely,2,Yes,Cautious,Medium,Weak,Yes,No,Strict,Yes,74
53,Male,Urban,Healthcare,High School,Low,4,Windows,Medium,Yes,Low,Public,Sometimes,1,Yes,Moderate,Medium,Moderate,Yes,Yes,Strict,Yes,66
35,Female,Suburban,Education,High School,Medium,1,Android,Low,No,High,Public,Often,4,Yes,Risky,Low,Moderate,No,No,Strict,No,70
20,Non-binary,Urban,IT,High School,Medium,2,Windows,Low,No,High,Public,Often,4,Yes,Risky,Low,Weak,No,Yes,None,Yes,100
45,Male,Rural,Healthcare,Master's,Low,3,Android,Low,No,Medium,Private,Often,4,Yes,Risky,Low,Weak,Yes,Yes,Strict,Yes,85
23,Female,Suburban,Retail,Master's,Low,4,Linux,Low,No,Low,Private,Sometimes,1,Yes,Cautious,High,Moderate,No,Yes,Moderate,No,59
61,Female,Rural,IT,Bachelor's,Low,4,Android,Low,Yes,Medium,Private,Rarely,4,Yes,Moderate,Low,Weak,No,No,Strict,Yes,70
61,Non-binary,Suburban,Retail,Master's,Medium,1,Windows,Low,Yes,High,Private,Sometimes,3,No,Cautious,High,Strong,No,Yes,None,Yes,70
38,Male,Suburban,IT,High School,Low,2,Windows,Low,No,High,Public,Often,2,Yes,Cautious,Medium,Strong,Yes,Yes,None,No,80
45,Female,Urban,IT,Associate,Low,2,Android,High,No,Low,Public,Rarely,4,Yes,Risky,Low,Weak,No,No,Moderate,No,73
57,Non-binary,Suburban,Legal,High School,High,1,Windows,High,No,Low,Private,Rarely,2,Yes,Risky,Low,Weak,No,Yes,Moderate,No,85
18,Female,Rural,Legal,Associate,High,1,Android,High,Yes,High,Private,Often,1,Yes,Risky,Low,Moderate,No,No,None,Yes,88
53,Male,Suburban,Retail,Bachelor's,High,3,iOS,Medium,No,High,Public,Rarely,4,Yes,Cautious,Low,Strong,No,Yes,None,No,69
38,Non-binary,Rural,Finance,PhD,Low,3,Other,Low,Yes,Low,Public,Sometimes,3,Yes,Moderate,Medium,Strong,Yes,No,None,No,58
60,Female,Urban,Healthcare,Master's,Low,1,Android,High,Yes,Medium,Public,Often,4,No,Risky,High,Strong,No,Yes,None,No,85
52,Non-binary,Rural,Finance,Master's,Low,1,iOS,High,No,Medium,Public,Sometimes,3,No,Moderate,Medium,Strong,Yes,No,Moderate,Yes,71
30,Male,Suburban,Finance,High School,Medium,4,iOS,High,No,Low,Public,Rarely,3,No,Moderate,High,Strong,No,Yes,None,Yes,83
27,Non-binary,Rural,Legal,High School,Medium,2,iOS,Low,No,Low,Private,Often,2,No,Moderate,Medium,Strong,Yes,Yes,Moderate,Yes,73
61,Male,Rural,Healthcare,Associate,High,3,iOS,Low,No,Low,Public,Rarely,2,No,Risky,Medium,Moderate,Yes,Yes,None,Yes,91
64,Female,Suburban,Legal,Master's,Medium,1,Android,Medium,No,High,Public,Often,1,Yes,Moderate,Medium,Weak,No,Yes,Moderate,No,78
27,Male,Rural,Legal,Bachelor's,Medium,1,Windows,Medium,No,Medium,Private,Often,3,No,Cautious,Low,Strong,No,Yes,None,No,77
63,Female,Suburban,Legal,High School,Medium,3,iOS,Low,No,Low,Public,Often,3,Yes,Cautious,Low,Moderate,Yes,No,Strict,No,73
30,Female,Urban,Education,Master's,High,4,Linux,Medium,Yes,Medium,Public,Often,2,No,Cautious,High,Moderate,No,No,None,Yes,76
54,Male,Rural,Finance,PhD,High,4,iOS,High,Yes,High,Private,Often,1,No,Risky,Medium,Weak,No,No,Moderate,No,81
55,Female,Urban,Finance,Associate,Medium,1,Windows,Medium,Yes,High,Private,Rarely,2,No,Cautious,Low,Weak,No,Yes,None,Yes,80
41,Non-binary,Rural,Finance,High School,Low,2,Windows,High,No,Low,Private,Often,2,No,Moderate,Medium,Weak,Yes,No,None,No,80
19,Female,Rural,Education,High School,High,2,Other,Medium,Yes,Low,Private,Sometimes,1,No,Risky,Medium,Weak,No,No,Strict,Yes,66
39,Male,Urban,IT,Bachelor's,Medium,1,Other,High,Yes,Low,Private,Often,3,No,Risky,High,Weak,Yes,No,None,Yes,87
34,Non-binary,Rural,Retail,High School,Low,3,iOS,Medium,No,Low,Private,Sometimes,3,Yes,Moderate,High,Moderate,No,Yes,Strict,No,42
53,Non-binary,Rural,Retail,Master's,Low,2,iOS,Medium,Yes,Medium,Public,Rarely,1,No,Cautious,Medium,Weak,No,No,None,No,56
31,Female,Urban,Education,Master's,High,3,Other,Low,No,Low,Public,Often,3,No,Moderate,Medium,Moderate,Yes,No,Strict,Yes,75
27,Female,Rural,Finance,Master's,Low,3,iOS,Low,Yes,Medium,Public,Often,1,No,Moderate,Medium,Strong,No,No,Strict,Yes,63
52,Male,Suburban,Retail,PhD,High,3,Linux,High,No,High,Public,Sometimes,1,No,Risky,High,Strong,Yes,Yes,Strict,No,84
42,Non-binary,Rural,Education,PhD,Medium,4,Android,Low,No,High,Private,Often,2,Yes,Cautious,High,Weak,Yes,Yes,None,No,80
20,Male,Rural,Legal,High School,High,2,Other,High,No,Medium,Private,Rarely,3,Yes,Cautious,Low,Strong,No,No,Strict,Yes,77
64,Female,Rural,Healthcare,PhD,Low,4,Other,Low,Yes,Medium,Private,Rarely,3,No,Cautious,High,Moderate,Yes,No,None,No,72
55,Non-binary,Urban,Retail,PhD,High,2,Windows,Low,No,Low,Public,Often,1,No,Moderate,Medium,Strong,No,No,Moderate,Yes,70
34,Male,Suburban,Healthcare,Bachelor's,High,1,iOS,High,Yes,Low,Private,Sometimes,2,Yes,Risky,Medium,Strong,No,Yes,None,Yes,69
29,Male,Suburban,Finance,PhD,Medium,3,Other,Medium,Yes,Low,Public,Rarely,2,No,Risky,High,Strong,No,Yes,None,No,70
41,Male,Rural,Retail,Associate,Low,2,Other,High,No,High,Private,Often,3,No,Risky,Low,Strong,No,Yes,Moderate,No,80
46,Male,Urban,Education,Associate,High,2,Linux,High,Yes,Medium,Public,Sometimes,4,No,Cautious,High,Moderate,Yes,No,Strict,No,66
60,Male,Urban,IT,Associate,Medium,1,iOS,High,Yes,Medium,Private,Sometimes,1,Yes,Cautious,High,Strong,Yes,Yes,None,No,68
42,Non-binary,Suburban,Retail,High School,Medium,4,Android,Low,Yes,Medium,Private,Rarely,3,Yes,Risky,Medium,Weak,No,Yes,None,Yes,72
53,Male,Urban,Retail,Master's,Medium,2,Linux,Low,No,Medium,Public,Often,3,Yes,Moderate,Medium,Moderate,Yes,Yes,None,Yes,80
43,Non-binary,Rural,Retail,Bachelor's,Medium,2,Android,Low,Yes,Low,Private,Rarely,4,Yes,Risky,Low,Weak,Yes,No,Strict,No,60
55,Male,Rural,Retail,High School,Medium,4,Windows,High,Yes,Low,Private,Sometimes,4,No,Moderate,Medium,Moderate,Yes,Yes,Strict,No,65
18,Female,Urban,Education,Master's,High,4,Other,Medium,Yes,Medium,Public,Rarely,2,Yes,Risky,Low,Strong,No,No,Moderate,Yes,75
37,Female,Rural,Education,Bachelor's,High,2,Linux,Medium,Yes,Low,Public,Often,2,No,Moderate,High,Moderate,Yes,No,None,Yes,74
45,Male,Suburban,IT,Bachelor's,Low,4,Android,High,Yes,High,Private,Rarely,2,Yes,Risky,Low,Weak,No,Yes,Moderate,Yes,83
33,Female,Rural,Education,Bachelor's,High,1,iOS,High,Yes,Low,Private,Sometimes,2,Yes,Cautious,High,Weak,No,Yes,Strict,No,54
64,Non-binary,Urban,Education,Associate,Low,1,Windows,Medium,No,High,Private,Rarely,1,No,Cautious,High,Moderate,Yes,No,Strict,Yes,68
34,Male,Suburban,Finance,Associate,Low,3,Windows,Low,No,High,Private,Sometimes,4,No,Cautious,Medium,Weak,No,No,Moderate,Yes,68
57,Non-binary,Rural,Finance,Associate,Low,2,Other,High,No,Medium,Private,Sometimes,3,Yes,Cautious,High,Weak,Yes,Yes,Strict,No,75
45,Male,Suburban,Healthcare,Bachelor's,High,1,Other,Medium,No,Medium,Private,Sometimes,2,Yes,Risky,High,Moderate,No,Yes,None,Yes,73
29,Female,Urban,IT,Bachelor's,Medium,1,Android,Medium,Yes,Low,Public,Rarely,3,No,Cautious,Low,Strong,No,No,Strict,No,58
44,Non-binary,Rural,Finance,Associate,Low,1,Android,Medium,Yes,Medium,Private,Often,1,Yes,Moderate,Medium,Strong,Yes,Yes,Strict,No,58
59,Female,Rural,IT,Bachelor's,Medium,3,Windows,Low,Yes,High,Public,Sometimes,2,Yes,Moderate,Medium,Strong,Yes,No,Moderate,Yes,70
64,Female,Suburban,IT,Associate,Low,4,Android,Medium,Yes,High,Public,Rarely,1,Yes,Cautious,Medium,Weak,Yes,No,Strict,No,71
47,Male,Rural,Retail,Associate,High,3,Other,Medium,No,Low,Private,Sometimes,2,Yes,Cautious,High,Weak,No,No,Strict,Yes,56
58,Non-binary,Rural,Legal,Associate,Low,3,Windows,Medium,No,High,Public,Rarely,3,No,Cautious,High,Strong,No,Yes,Moderate,No,73
51,Female,Rural,Legal,Master's,High,3,Windows,High,Yes,Medium,Private,Sometimes,1,No,Risky,Low,Moderate,Yes,Yes,None,Yes,90
54,Male,Rural,Legal,Bachelor's,Medium,3,iOS,High,Yes,Low,Public,Rarely,2,Yes,Moderate,Medium,Strong,Yes,No,Moderate,Yes,63
23,Male,Urban,IT,High School,High,2,iOS,High,Yes,Low,Private,Sometimes,3,Yes,Moderate,Medium,Moderate,No,No,None,Yes,64
24,Male,Rural,Retail,Associate,Medium,2,Android,Medium,No,Low,Public,Sometimes,3,No,Moderate,High,Weak,No,Yes,None,Yes,76
49,Female,Suburban,Healthcare,High School,High,1,Android,Medium,No,Medium,Private,Sometimes,3,No,Risky,Low,Weak,Yes,No,Moderate,Yes,81
49,Male,Urban,Healthcare,Master's,Low,3,Other,Low,No,High,Public,Often,2,Yes,Risky,High,Strong,No,No,Moderate,No,70
42,Non-binary,Suburban,Legal,Bachelor's,Low,3,Other,Medium,Yes,Medium,Public,Rarely,3,No,Moderate,Medium,Moderate,Yes,No,Moderate,Yes,65
50,Non-binary,Suburban,Healthcare,Associate,High,1,iOS,Low,Yes,Low,Public,Often,3,Yes,Moderate,High,Moderate,Yes,No,Strict,No,61
24,Female,Suburban,Retail,Associate,Medium,4,Windows,Medium,Yes,High,Public,Rarely,2,Yes,Moderate,Low,Strong,Yes,Yes,None,No,80
